Expiration,CBid,CAsk,CVolume,COI,Strike,PBid,PAsk,PVolume,POI
19930,0.0,0.01,0,346,595.0,140.45,142.7,0,0
19930,0.0,0.01,0,4033,600.0,145.65,147.6,2,0
19930,0.0,0.01,0,535,605.0,150.45,152.7,0,0
19930,0.0,0.01,0,1364,610.0,155.45,157.6,0,0
19930,0.0,0.01,0,18924,620.0,165.65,167.55,0,0
19930,0.0,0.01,0,861,630.0,175.65,177.85,0,0
19930,0.0,0.01,0,553,640.0,185.65,187.65,0,0
19930,0.0,0.01,0,766,650.0,195.65,197.4,0,0
19930,0.0,0.01,0,883,660.0,205.65,207.45,0,0
19930,0.0,0.01,0,61,670.0,215.65,217.4,0,0
19930,0.0,0.01,0,431,680.0,225.65,227.35,0,0
19930,0.0,0.01,0,51,690.0,235.45,237.6,0,0
19930,0.0,0.01,0,2402,700.0,245.65,247.6,0,0
19930,0.0,0.01,0,86,710.0,255.65,257.6,0,0
19930,0.0,0.01,0,515,720.0,265.65,267.6,0,0
19930,0.0,0.01,0,701,730.0,275.65,277.65,0,0
19930,0.0,0.01,0,66,740.0,285.65,287.65,0,0
19930,0.0,0.01,0,1,750.0,295.65,297.6,0,0
19930,0.0,0.01,0,40,760.0,305.65,307.6,0,0
19930,0.0,0.01,0,36,770.0,315.65,317.45,0,0
19930,0.0,0.01,0,17,780.0,325.65,327.6,0,0
19930,0.0,0.01,0,7,790.0,335.45,337.85,0,0
19930,0.0,0.01,0,226,800.0,345.65,347.6,0,0
19937,272.9,274.85,0,2,180.0,0.0,0.01,14,2
19937,262.9,264.85,0,33,190.0,0.0,0.01,0,52
19937,252.75,254.9,2,20,200.0,0.0,0.01,0,0
19937,242.95,244.9,0,21,210.0,0.0,0.01,0,9
19937,232.7,234.9,0,11,220.0,0.0,0.01,2,0
19937,222.95,224.95,0,2,230.0,0.0,0.01,3,0
19937,212.95,214.95,0,1,240.0,0.0,0.03,0,0
19937,203.0,204.95,0,10,250.0,0.0,0.03,0,1
19937,193.0,195.0,0,0,260.0,0.0,0.03,0,0
19937,183.0,185.0,0,2,270.0,0.0,0.04,0,1
19937,173.05,175.05,0,4,280.0,0.01,0.05,10,0
19937,163.05,165.05,0,0,290.0,0.0,0.1,1,14
19937,153.1,155.1,0,13,300.0,0.04,0.09,277,620
19937,143.05,145.15,3,0,310.0,0.08,0.13,120,173
19937,133.2,135.2,1,0,320.0,0.13,0.18,41,108
19937,128.25,130.25,1,0,325.0,0.17,0.22,32,122
19937,123.05,125.25,0,0,330.0,0.22,0.25,91,248
19937,118.4,120.4,3,1,335.0,0.28,0.35,23,64
19937,113.5,115.45,0,4,340.0,0.36,0.42,124,243
19937,108.55,110.6,0,0,345.0,0.45,0.51,76,256
19937,103.4,105.7,1,21,350.0,0.57,0.62,238,304
19937,98.55,100.85,8,9,355.0,0.71,0.8,377,173
19937,93.9,96.05,0,2,360.0,0.89,0.98,89,194
19937,89.2,91.25,1,10,365.0,1.11,1.2,84,81
19937,84.4,86.45,4,3,370.0,1.35,1.48,164,111
19937,79.8,81.85,0,8,375.0,1.71,1.82,99,198
19937,75.15,77.3,3,7,380.0,2.11,2.21,387,10646
19937,70.85,72.4,13,15,385.0,2.57,2.7,213,645
19937,66.8,67.65,13,4,390.0,3.1,3.3,553,893
19937,62.45,63.4,33,10,395.0,3.8,3.95,151,470
19937,58.35,59.05,550,106,400.0,4.5,4.75,1241,1745
19937,54.1,55.05,8,45,405.0,5.4,5.65,194,1326
19937,50.2,51.0,39,7,410.0,6.45,6.75,562,1159
19937,46.25,47.3,15,16,415.0,7.65,7.95,168,414
19937,42.85,43.55,580,73,420.0,9.0,9.25,728,1534
19937,39.15,40.15,16,46,425.0,10.45,10.75,505,655
19937,36.1,36.7,80,51,430.0,12.05,12.4,586,3263
19937,32.85,33.5,27,23,435.0,13.65,14.2,301,878
19937,29.85,30.45,325,54,440.0,15.7,16.25,690,2571
19937,27.05,27.7,122,198,445.0,17.95,18.4,385,1588
19937,24.5,24.95,907,297,450.0,20.3,20.75,2330,3489
19937,23.15,23.7,149,0,452.5,21.4,22.05,453,0
19937,22.0,22.65,544,471,455.0,22.8,23.25,881,955
19937,20.95,21.25,350,0,457.5,24.15,24.6,157,0
19937,19.7,20.3,1819,611,460.0,25.5,25.9,1340,1981
19937,18.6,19.0,136,0,462.5,26.9,27.55,70,0
19937,17.5,18.0,1665,1390,465.0,27.7,29.45,1862,2074
19937,16.45,16.95,186,0,467.5,29.6,30.8,1955,0
19937,15.5,15.95,1671,1556,470.0,31.25,32.35,7531,12123
19937,14.55,15.0,71,0,472.5,32.65,33.65,302,0
19937,13.75,14.1,467,935,475.0,34.25,35.4,837,1903
19937,12.85,13.25,125,0,477.5,35.4,37.45,18,0
19937,12.05,12.45,949,1132,480.0,37.6,38.45,423,2329
19937,11.25,11.7,117,262,482.5,39.25,40.7,17,554
19937,10.55,10.9,633,574,485.0,40.95,42.1,85,793
19937,9.8,10.15,148,375,487.5,42.7,44.0,13,205
19937,9.2,9.55,1163,1329,490.0,44.5,45.7,301,900
19937,8.55,8.95,95,530,492.5,46.3,47.95,16,443
19937,7.9,8.3,415,953,495.0,48.25,49.8,154,538
19937,7.4,7.8,147,617,497.5,50.05,51.55,5,153
19937,6.9,7.25,4077,4531,500.0,52.2,53.65,250,2176
19937,6.35,6.75,438,365,502.5,53.95,55.7,3,40
19937,5.9,6.25,747,1643,505.0,56.15,57.6,50,854
19937,5.4,5.7,640,300,507.5,58.0,59.75,0,39
19937,5.05,5.4,1481,1898,510.0,60.45,61.75,72,939
19937,4.7,5.05,195,367,512.5,62.45,63.95,0,242
19937,4.4,4.6,423,1325,515.0,64.6,66.05,38,303
19937,4.05,4.25,153,318,517.5,66.55,68.4,2,38
19937,3.75,3.95,2383,2760,520.0,69.1,70.3,46,965
19937,3.4,3.65,223,99,522.5,70.8,72.7,0,24
19937,3.1,3.35,1206,1990,525.0,73.25,74.95,21,229
19937,2.75,2.87,865,2306,530.0,78.0,79.7,50,769
19937,2.31,2.46,201,1270,535.0,82.15,84.25,58,686
19937,1.96,2.09,558,1894,540.0,86.9,88.85,36,177
19937,1.67,1.79,138,744,545.0,91.6,93.85,13,22
19937,1.47,1.52,913,1909,550.0,96.6,98.3,29,95
19937,1.21,1.3,372,499,555.0,101.1,103.3,1,18
19937,1.03,1.11,162,748,560.0,106.0,107.95,15,30
19937,0.87,0.95,216,1396,565.0,110.8,112.95,0,3
19937,0.75,0.82,160,853,570.0,115.7,117.85,0,28
19937,0.64,0.7,569,904,575.0,120.6,122.75,0,16
19937,0.54,0.6,287,855,580.0,125.6,127.6,0,74
19937,0.46,0.52,66,201,585.0,130.55,132.55,0,12
19937,0.4,0.45,113,1611,590.0,135.55,137.45,0,20
19937,0.34,0.38,6,232,595.0,140.55,142.65,0,1
19937,0.3,0.33,478,2070,600.0,145.7,147.65,0,17
19937,0.24,0.29,13,285,605.0,150.55,152.65,0,0
19937,0.24,0.25,150,958,610.0,155.55,157.65,0,9
19937,0.16,0.19,171,1221,620.0,165.55,167.65,0,0
19937,0.15,0.16,32,613,630.0,174.95,178.6,0,0
19937,0.07,0.11,32,457,640.0,185.5,187.5,0,0
19937,0.07,0.09,741,722,650.0,195.5,197.5,0,0
19937,0.02,0.07,37,803,660.0,205.5,207.85,0,0
19937,0.01,0.06,73,969,670.0,215.5,217.65,0,0
19937,0.0,0.05,70,285,680.0,225.5,227.5,0,0
19937,0.01,0.06,21,426,690.0,235.5,237.65,0,0
19937,0.0,0.04,70,291,700.0,245.5,247.5,0,0
19937,0.0,0.03,0,77,710.0,255.5,257.5,0,0
19937,0.0,0.06,206,237,720.0,265.5,267.5,0,0
19937,0.0,0.02,1,17,730.0,274.95,278.6,0,0
19937,0.0,0.09,0,60,740.0,284.9,288.6,0,0
19937,0.0,0.02,1,135,750.0,294.95,298.6,0,0
19937,0.0,0.1,0,57,760.0,305.55,307.55,0,0
19937,0.0,0.01,0,6,770.0,314.95,318.6,0,0
19937,0.0,0.01,0,54,780.0,324.95,328.6,0,0
19937,0.0,0.01,0,313,790.0,335.55,337.55,0,0
19937,0.0,0.01,32,791,800.0,345.55,347.55,0,0
19944,272.85,275.05,0,4,180.0,0.0,0.14,0,0
19944,263.15,265.1,0,0,190.0,0.0,0.13,0,0
19944,253.0,255.1,0,0,200.0,0.0,0.13,0,0
19944,243.2,245.15,0,0,210.0,0.0,0.13,0,0
19944,233.05,235.2,0,0,220.0,0.0,0.12,0,0
19944,223.25,226.0,0,0,230.0,0.0,0.11,0,8
19944,213.05,215.25,0,0,240.0,0.0,0.12,0,3
19944,203.05,205.25,0,0,250.0,0.0,0.13,0,2
19944,193.1,195.35,0,0,260.0,0.0,0.14,0,0
19944,183.4,185.4,0,0,270.0,0.0,0.15,0,0
19944,173.15,175.35,0,0,280.0,0.0,0.17,0,3
19944,163.2,165.45,0,0,290.0,0.0,0.19,0,10
19944,153.55,155.55,0,41,300.0,0.07,0.16,4,47
19944,143.45,145.6,0,0,310.0,0.16,0.25,25,24
19944,133.75,135.75,0,0,320.0,0.25,0.39,0,11
19944,128.85,130.8,0,0,325.0,0.34,0.42,0,14
19944,123.9,125.9,0,0,330.0,0.36,0.51,3,18
19944,119.0,121.0,0,1,335.0,0.42,0.63,0,0
19944,113.85,116.15,0,10,340.0,0.59,0.71,56,21
19944,109.0,111.3,0,0,345.0,0.75,0.89,2,5
19944,104.45,106.45,4,3,350.0,0.91,1.02,41,59
19944,99.65,101.65,0,1,355.0,1.09,1.24,18,18
19944,94.9,96.85,0,2,360.0,1.3,1.47,52,32
19944,90.2,92.2,0,1,365.0,1.59,1.85,3,10
19944,85.3,87.55,1,4,370.0,1.93,2.1,22,26
19944,80.65,82.95,0,4,375.0,2.33,2.55,19,26
19944,76.25,78.5,0,4,380.0,2.8,2.99,43,162
19944,72.35,73.8,0,0,385.0,3.35,3.6,7,33
19944,68.05,69.35,2,6,390.0,4.0,4.2,28,220
19944,63.65,65.25,0,0,395.0,4.75,5.0,9,81
19944,59.75,60.7,4,26,400.0,5.6,5.9,94,1093
19944,55.05,57.15,0,0,405.0,6.6,6.95,232,168
19944,51.75,53.05,7,20,410.0,7.7,8.05,97,162
19944,47.95,49.45,4,1,415.0,8.9,9.25,257,1139
19944,44.45,45.85,0,4,420.0,10.3,10.7,68,267
19944,41.15,42.45,0,0,425.0,11.85,12.25,23,1352
19944,37.9,38.8,3,12,430.0,13.55,13.9,60,596
19944,34.65,35.7,7,18,435.0,15.35,15.85,48,561
19944,31.7,32.6,34,19,440.0,17.35,17.8,1541,2331
19944,29.05,29.8,109,5,445.0,19.5,20.05,116,1454
19944,26.25,27.0,173,115,450.0,21.65,22.4,181,482
19944,25.05,25.75,68,0,452.5,22.75,23.7,32,0
19944,23.85,24.55,44,44,455.0,24.35,24.9,237,598
19944,22.75,23.3,123,0,457.5,25.65,26.25,41,0
19944,21.55,22.15,216,199,460.0,26.95,27.55,212,675
19944,20.45,21.05,47,0,462.5,26.7,29.15,10,0
19944,19.4,20.0,117,463,465.0,28.25,30.6,1175,275
19944,18.35,19.0,6,0,467.5,29.75,32.1,1101,0
19944,17.45,17.85,145,457,470.0,32.55,33.95,109,576
19944,16.45,17.05,3,0,472.5,33.7,35.5,4,0
19944,15.6,16.0,248,450,475.0,35.5,37.1,35,493
19944,14.7,15.25,3,0,477.5,36.9,38.9,1,0
19944,14.0,14.4,129,401,480.0,39.0,40.7,43,693
19944,12.25,12.8,57,240,485.0,42.4,43.85,68,327
19944,10.85,11.35,567,754,490.0,46.1,47.8,62,300
19944,9.55,10.05,61,653,495.0,49.55,51.0,13,199
19944,8.4,8.85,379,1425,500.0,53.45,54.75,71,735
19944,7.4,7.8,44,242,505.0,57.3,59.0,204,346
19944,6.4,6.8,106,745,510.0,61.35,62.9,70,321
19944,5.6,6.0,103,278,515.0,65.45,67.5,19,78
19944,5.0,5.25,442,708,520.0,69.75,71.35,15,131
19944,4.3,4.65,70,552,525.0,74.05,75.95,9,58
19944,3.75,4.05,858,707,530.0,78.45,80.45,0,94
19944,3.25,3.55,44,478,535.0,83.05,85.35,11,112
19944,2.85,3.05,71,359,540.0,87.55,89.55,2,84
19944,2.47,2.67,46,175,545.0,92.2,94.35,0,9
19944,2.15,2.34,534,587,550.0,96.85,98.85,0,7
19944,1.87,2.06,22,192,555.0,101.6,103.5,1,10
19944,1.63,1.79,42,199,560.0,106.4,108.3,0,2
19944,1.4,1.58,17,192,565.0,111.2,113.1,0,0
19944,1.26,1.38,19,153,570.0,116.05,117.95,0,14
19944,1.08,1.23,15,313,575.0,120.9,123.0,0,10
19944,0.95,1.07,2568,2316,580.0,125.75,127.65,0,3
19944,0.81,0.98,6,29,585.0,130.65,132.8,0,0
19944,0.72,0.83,257,355,590.0,134.9,138.8,0,0
19944,0.64,0.73,185,10,595.0,140.55,142.65,0,0
19944,0.56,0.66,40,2042,600.0,144.75,148.7,0,0
19944,0.47,0.58,1,54,605.0,150.55,152.65,0,0
19944,0.43,0.52,245,1411,610.0,155.75,157.35,0,0
19944,0.32,0.42,177,226,620.0,165.55,167.55,0,0
19944,0.23,0.35,12,62,630.0,175.5,177.45,0,0
19944,0.16,0.29,4,72,640.0,185.5,187.55,0,0
19944,0.2,0.22,15,121,650.0,195.5,197.85,0,0
19944,0.13,0.2,0,38,660.0,205.6,207.85,0,0
19944,0.06,0.17,14,75,670.0,213.8,219.25,0,0
19944,0.05,0.12,1,126,680.0,225.6,227.55,0,0
19944,0.0,0.15,0,10,690.0,235.5,237.55,0,0
19944,0.01,0.11,0,67,700.0,245.6,247.55,0,0
19944,0.02,0.08,3,85,710.0,255.55,257.55,0,0
19944,0.01,0.09,0,37,720.0,265.6,267.55,0,0
19944,0.0,0.08,1,15,730.0,275.55,277.5,0,0
19944,0.0,0.11,0,7,740.0,285.55,287.55,0,0
19944,0.0,0.11,0,6,750.0,295.6,297.5,0,0
19944,0.0,0.12,0,10,760.0,305.55,307.55,0,0
19944,0.0,0.09,0,21,770.0,315.55,317.5,0,0
19944,0.0,0.07,0,4,780.0,323.75,329.55,0,0
19944,0.0,0.09,0,19,790.0,335.55,337.5,0,0
19944,0.0,0.06,0,195,800.0,345.55,347.55,0,0
19951,273.15,275.4,0,1,180.0,0.0,0.13,0,0
19951,263.15,265.5,0,0,190.0,0.0,0.13,0,0
19951,258.2,260.45,0,53,195.0,0.0,0.06,2,72
19951,253.2,255.4,0,51,200.0,0.0,0.06,0,216
19951,243.25,245.55,0,19,210.0,0.01,0.06,0,67
19951,233.3,235.6,0,3,220.0,0.0,0.06,0,699
19951,223.35,225.65,0,22,230.0,0.02,0.06,1,129
19951,213.4,215.7,0,17,240.0,0.01,0.06,0,177
19951,206.6,211.75,0,3,245.0,0.01,0.08,0,27
19951,203.45,205.75,0,42,250.0,0.02,0.07,14,2988
19951,198.5,200.8,0,3,255.0,0.02,0.11,3,10
19951,193.5,195.7,6,27,260.0,0.04,0.09,28,378
19951,188.3,190.85,0,0,265.0,0.05,0.1,0,92
19951,183.55,185.75,0,58,270.0,0.06,0.11,20,497
19951,178.4,180.9,0,0,275.0,0.07,0.13,3,89
19951,172.55,175.85,0,27,280.0,0.09,0.15,0,309
19951,168.5,170.95,0,3,285.0,0.1,0.18,0,48
19951,163.7,166.0,2,31,290.0,0.14,0.19,0,208
19951,158.75,161.05,0,2,295.0,0.16,0.23,1,14
19951,153.8,155.9,0,86,300.0,0.2,0.26,60,428
19951,148.85,150.95,16,120,305.0,0.24,0.3,0,187
19951,143.9,145.95,2,39,310.0,0.29,0.35,1,219
19951,139.0,141.25,0,21,315.0,0.35,0.42,10,129
19951,134.1,136.15,0,68,320.0,0.43,0.49,0,661
19951,129.2,131.45,1,25,325.0,0.51,0.58,1,294
19951,124.3,126.35,3,126,330.0,0.61,0.69,12,575
19951,119.45,121.7,0,15,335.0,0.73,0.82,5,172
19951,114.6,116.85,0,51,340.0,0.88,0.96,9,284
19951,109.8,112.05,0,114,345.0,1.04,1.15,17,420
19951,105.05,107.05,6,305,350.0,1.25,1.35,65,676
19951,100.1,102.5,1,101,355.0,1.49,1.6,65,451
19951,95.55,97.6,0,236,360.0,1.78,1.89,114,771
19951,90.8,93.2,0,68,365.0,2.1,2.24,70,1618
19951,86.25,88.45,3,91,370.0,2.49,2.62,101,1646
19951,81.65,84.0,13,130,375.0,2.96,3.1,87,774
19951,77.3,79.0,19,420,380.0,3.45,3.65,127,3521
19951,72.8,74.65,14,208,385.0,4.1,4.3,51,620
19951,68.75,70.45,14,297,390.0,4.8,5.0,102,822
19951,64.25,66.15,1,320,395.0,5.55,5.85,261,1161
19951,60.35,62.1,13,5577,400.0,6.5,6.8,302,7880
19951,56.15,58.2,5,6794,405.0,7.5,7.85,147,1326
19951,52.65,54.3,62,567,410.0,8.7,9.0,103,2131
19951,48.6,50.65,15,589,415.0,9.95,10.35,97,1983
19951,45.0,47.25,21,1026,420.0,11.4,11.8,277,3480
19951,41.7,43.95,25,379,425.0,12.45,13.4,419,1607
19951,39.55,40.35,79,860,430.0,14.7,15.15,474,2805
19951,35.35,37.2,16,750,435.0,16.6,17.05,181,2271
19951,33.5,34.2,57,4466,440.0,18.4,19.0,646,4694
19951,30.8,31.55,212,456,445.0,20.8,21.3,276,2241
19951,28.15,28.85,403,1966,450.0,22.9,23.9,1317,3521
19951,25.7,26.15,152,1387,455.0,25.7,26.45,302,1249
19951,23.3,23.75,835,1901,460.0,28.3,29.3,545,2227
19951,21.1,21.55,307,965,465.0,31.15,32.25,340,1344
19951,19.1,19.55,518,8511,470.0,33.25,35.15,340,3045
19951,16.8,17.6,420,1781,475.0,37.2,38.0,135,4377
19951,15.45,15.9,501,1858,480.0,40.45,41.75,271,3654
19951,13.75,14.25,119,1279,485.0,42.85,44.7,47,2755
19951,12.3,12.75,268,1856,490.0,46.5,48.25,1348,2461
19951,11.0,11.35,723,1522,495.0,50.75,52.05,45,1681
19951,9.8,10.1,1364,38215,500.0,54.6,55.85,1097,6797
19951,8.6,9.0,150,4054,505.0,58.2,59.95,8,3611
19951,7.7,8.1,320,3336,510.0,62.2,63.8,22,2027
19951,6.7,7.05,672,3241,515.0,66.35,68.0,3,1148
19951,5.9,6.25,689,6125,520.0,70.55,72.15,8,1593
19951,5.25,5.5,195,1923,525.0,74.8,76.5,0,579
19951,4.65,4.85,251,6616,530.0,79.05,80.85,4,1253
19951,4.05,4.3,143,1529,535.0,83.7,85.35,54,1194
19951,3.55,3.75,951,7315,540.0,88.3,89.95,16,727
19951,3.15,3.3,60,734,545.0,92.85,94.75,27,152
19951,2.76,2.9,526,5727,550.0,97.3,99.3,13,724
19951,2.43,2.57,786,375,555.0,102.0,104.05,13,148
19951,2.13,2.25,1103,1809,560.0,106.75,108.75,13,102
19951,1.86,1.99,116,1234,565.0,111.45,113.5,0,12
19951,1.65,1.75,188,1631,570.0,116.35,118.3,0,112
19951,1.44,1.55,82,963,575.0,121.05,123.15,0,15
19951,1.28,1.37,267,1519,580.0,125.85,128.15,0,20
19951,1.12,1.21,42,584,585.0,130.75,132.8,0,16
19951,0.99,1.07,112,1446,590.0,135.7,137.65,0,13
19951,0.87,0.96,13,345,595.0,140.55,142.6,0,0
19951,0.79,0.84,980,4677,600.0,145.6,147.55,1,63
19951,0.68,0.76,24,1327,605.0,149.75,152.95,0,3
19951,0.6,0.67,36,1988,610.0,155.45,157.6,0,11
19951,0.53,0.6,40,482,615.0,160.45,162.55,0,1
19951,0.49,0.53,146,658,620.0,165.45,167.55,0,0
19951,0.42,0.48,133,629,625.0,170.45,172.55,0,4
19951,0.37,0.42,17,1242,630.0,175.45,177.55,0,0
19951,0.32,0.38,6,191,635.0,180.45,182.45,0,0
19951,0.28,0.34,14,295,640.0,185.45,187.45,0,1
19951,0.26,0.3,3,158,645.0,190.45,192.5,0,0
19951,0.25,0.27,119,817,650.0,195.45,197.5,0,0
19951,0.19,0.25,10,35,655.0,200.45,202.5,0,0
19951,0.16,0.22,44,435,660.0,205.5,207.55,0,0
19951,0.15,0.2,26,129,665.0,210.45,212.55,0,0
19951,0.13,0.18,24,136,670.0,215.5,217.7,0,0
19951,0.11,0.16,16,46,675.0,220.45,222.55,0,0
19951,0.1,0.15,42,184,680.0,224.8,228.8,0,0
19951,0.08,0.14,0,47,685.0,230.45,232.55,0,0
19951,0.07,0.13,300,382,690.0,235.45,237.55,0,0
19951,0.06,0.11,0,108,695.0,240.45,242.55,0,0
19951,0.07,0.11,142,3360,700.0,245.45,247.55,0,0
19951,0.04,0.1,0,74,705.0,250.45,252.55,0,0
19951,0.04,0.09,0,295,710.0,254.8,258.25,0,0
19951,0.02,0.08,8,98,715.0,259.55,264.15,0,0
19951,0.03,0.08,1,85,720.0,265.5,267.55,0,0
19951,0.04,0.08,20,15,725.0,270.5,272.95,0,0
19951,0.02,0.07,0,44,730.0,275.45,277.55,0,0
19951,0.0,0.07,0,31,735.0,280.45,282.55,0,0
19951,0.0,0.06,11,202,740.0,285.45,287.75,0,0
19951,0.0,0.09,0,4,745.0,290.45,292.7,0,0
19951,0.03,0.06,2,193,750.0,295.5,297.7,0,0
19951,0.0,0.1,0,2,755.0,300.4,302.75,0,0
19951,0.03,0.06,0,123,760.0,305.45,307.75,0,0
19951,0.0,0.11,0,6,765.0,310.45,312.75,0,0
19951,0.0,0.06,0,169,770.0,315.45,317.55,0,0
19951,0.0,0.12,0,3,775.0,320.45,322.55,0,0
19951,0.0,0.09,0,43,780.0,325.45,327.55,0,0
19951,0.0,0.12,0,0,785.0,330.45,332.95,0,0
19951,0.0,0.06,30,88,790.0,335.45,337.55,0,0
19951,0.0,0.09,0,13,795.0,340.45,342.55,0,0
19951,0.0,0.05,1,1497,800.0,345.45,347.55,0,0
19951,0.0,0.06,0,109,810.0,355.45,357.55,0,0
19951,0.03,0.06,50,260,820.0,365.45,367.95,0,0
19951,0.0,0.05,0,125,830.0,375.5,377.7,0,0
19951,0.0,0.1,0,53,840.0,385.5,387.55,0,0
19951,0.0,0.06,0,91,850.0,395.45,397.55,0,0
19951,0.0,0.07,0,68,860.0,405.45,407.55,0,0
19951,0.0,0.1,0,53,870.0,415.45,417.55,0,0
19951,0.0,0.1,0,38,880.0,425.45,427.5,0,0
19951,0.0,0.14,0,10,890.0,435.45,437.75,0,0
19951,0.0,0.02,0,406,900.0,445.45,447.7,0,0
