Expiration,CBid,CAsk,CVolume,COI,Strike,PBid,PAsk,PVolume,POI
19930,0.0,0.0,0,0,860.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,870.0,0.0,0.0,0,1
19930,0.0,0.0,0,0,880.0,0.0,0.0,0,2
19930,0.0,0.0,0,0,890.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,900.0,0.0,0.0,0,6
19930,0.0,0.0,0,0,910.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,920.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,930.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,940.0,0.0,0.0,0,5
19930,0.0,0.0,0,0,950.0,0.0,0.0,0,4
19930,0.0,0.0,0,0,960.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,970.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,980.0,0.0,0.0,0,10
19930,0.0,0.0,0,1,990.0,0.0,0.0,0,7
19930,0.0,0.0,0,3,1000.0,0.0,0.0,0,20
19930,0.0,0.0,0,0,1010.0,0.0,0.0,0,3
19930,0.0,0.0,0,1,1020.0,0.0,0.0,0,1
19930,0.0,0.0,0,40,1030.0,0.0,0.0,0,1
19930,0.0,0.0,0,6,1040.0,0.0,0.0,0,2
19930,0.0,0.0,0,2,1050.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1060.0,0.0,0.0,0,1
19930,0.0,0.0,0,11,1070.0,0.0,0.0,0,21
19930,0.0,0.0,0,0,1080.0,0.0,0.0,0,40
19930,0.0,0.0,0,2,1090.0,0.0,0.0,0,36
19930,0.0,0.0,0,12,1100.0,0.0,0.0,0,267
19930,0.0,0.0,0,12,1110.0,0.0,0.0,0,6
19930,0.0,0.0,0,1,1120.0,0.0,0.0,0,7
19930,0.0,0.0,0,1,1130.0,0.0,0.0,0,5
19930,0.0,0.0,0,9,1140.0,0.0,0.0,0,13
19930,0.0,0.0,0,5,1150.0,0.0,0.0,0,24
19930,0.0,0.0,0,4,1160.0,0.0,0.0,0,2
19930,0.0,0.0,0,3,1170.0,0.0,0.0,0,8
19930,0.0,0.0,0,14,1180.0,0.0,0.0,0,21
19930,0.0,0.0,0,37,1190.0,0.0,0.0,0,18
19930,0.0,0.0,0,68,1200.0,0.0,0.0,0,117
19930,0.0,0.0,0,76,1210.0,0.0,0.0,0,25
19930,0.0,0.0,0,41,1220.0,0.0,0.0,0,8
19930,0.0,0.0,0,16,1230.0,0.0,0.0,0,3
19930,0.0,0.0,0,16,1240.0,0.0,0.0,0,2
19930,0.0,0.0,0,128,1250.0,0.0,0.0,0,2
19930,0.0,0.0,0,11,1260.0,0.0,0.0,0,4
19930,0.0,0.0,0,16,1270.0,0.0,0.0,0,3
19930,0.0,0.0,0,9,1280.0,0.0,0.0,0,0
19930,0.0,0.0,0,26,1290.0,0.0,0.0,0,0
19930,0.0,0.0,0,57,1300.0,0.0,0.0,0,0
19930,0.0,0.0,0,5,1310.0,0.0,0.0,0,0
19930,0.0,0.0,0,9,1320.0,0.0,0.0,0,0
19930,0.0,0.0,0,3,1330.0,0.0,0.0,0,0
19930,0.0,0.0,0,14,1340.0,0.0,0.0,0,0
19930,0.0,0.0,0,82,1350.0,0.0,0.0,0,5
19930,0.0,0.0,0,1,1360.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1370.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1380.0,0.0,0.0,0,0
19930,0.0,0.0,0,1,1390.0,0.0,0.0,0,0
19930,0.0,0.0,0,6,1400.0,0.0,0.0,0,0
19930,0.0,0.0,0,9,1420.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1440.0,0.0,0.0,0,0
19930,0.0,0.0,0,2,1450.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1460.0,0.0,0.0,0,0
19930,0.0,0.0,0,20,1480.0,0.0,0.0,0,0
19930,0.0,0.0,0,13,1500.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1520.0,0.0,0.0,0,0
19930,0.0,0.0,0,4,1550.0,0.0,0.0,0,0
19930,0.0,0.0,0,3,1600.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1650.0,0.0,0.0,0,0
19930,0.0,0.0,0,3,1700.0,0.0,0.0,0,0
19930,0.0,0.0,0,1,1750.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1800.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1850.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1900.0,0.0,0.0,0,0
19930,0.0,0.0,0,0,1950.0,0.0,0.0,0,0
19930,0.0,0.0,0,6,2000.0,0.0,0.0,0,0
19937,59.7,65.15,0,2,50.0,0.0,0.01,151,41
19937,54.7,59.7,0,0,55.0,0.0,0.01,6931,119
19937,50.0,54.7,0,0,60.0,0.01,0.02,4523,2089
19937,47.1,47.7,188,100,65.0,0.01,0.02,1385,20233
19937,42.0,44.9,147,60,70.0,0.02,0.04,3553,5964
19937,37.05,37.75,58,241,75.0,0.03,0.04,6558,17519
19937,30.1,33.3,1168,253,80.0,0.05,0.07,4623,18429
19937,25.1,27.9,423,394,85.0,0.08,0.09,10894,8099
19937,22.0,23.0,229,190,90.0,0.15,0.16,4766,7471
19937,21.2,22.0,63,72,91.0,0.17,0.19,302,1519
19937,20.2,23.45,104,94,92.0,0.19,0.21,1556,1749
19937,19.25,20.05,655,96,93.0,0.2,0.26,2353,1937
19937,16.3,22.95,63,32,94.0,0.23,0.27,2324,667
19937,15.2,20.2,406,176,95.0,0.28,0.32,7373,2074
19937,14.1,18.95,131,125,96.0,0.32,0.37,5118,11456
19937,15.45,18.15,91,141,97.0,0.33,0.42,6560,1987
19937,14.5,15.15,377,252,98.0,0.44,0.48,1560,3711
19937,13.65,14.25,427,123,99.0,0.51,0.58,3261,2634
19937,12.95,13.15,2064,13642,100.0,0.63,0.67,37208,57772
19937,11.9,12.35,647,220,101.0,0.63,0.79,4568,10187
19937,11.2,11.85,1050,1386,102.0,0.84,0.94,3408,1466
19937,10.3,10.65,1213,160,103.0,0.98,1.08,3998,1695
19937,9.25,10.0,1923,628,104.0,1.16,1.27,8370,4460
19937,8.75,8.95,4123,3926,105.0,1.39,1.45,27471,14118
19937,5.9,8.6,2659,288,106.0,1.55,1.67,10002,3560
19937,7.2,7.7,4363,868,107.0,1.86,1.93,21255,5977
19937,4.6,6.8,7082,631,108.0,2.17,2.23,22509,5879
19937,4.65,6.5,7708,3306,109.0,2.5,2.56,12752,10051
19937,5.25,5.6,40787,2605,110.0,2.75,2.93,41809,32412
19937,4.2,5.05,18202,1219,111.0,2.83,3.6,22442,6103
19937,4.1,4.4,20953,4139,112.0,3.65,3.85,24928,13562
19937,3.6,4.1,21062,1322,113.0,4.15,4.35,20370,13112
19937,3.15,3.3,23749,6069,114.0,4.7,4.9,16818,8975
19937,2.72,2.83,66058,8113,115.0,5.25,5.5,25016,16137
19937,2.34,2.47,26524,4762,116.0,5.85,6.25,7038,8092
19937,2.0,2.18,22840,6795,117.0,6.25,6.75,5603,7911
19937,1.67,1.75,21806,11918,118.0,6.75,7.5,8607,7440
19937,1.41,1.48,20086,7671,119.0,7.5,10.05,2007,6306
19937,1.18,1.24,76649,21303,120.0,8.7,8.9,6086,18266
19937,0.97,1.03,10979,7208,121.0,9.45,9.9,1309,4833
19937,0.8,0.85,93013,10989,122.0,10.0,10.65,2097,5655
19937,0.66,0.7,8539,12543,123.0,11.15,11.5,1224,7122
19937,0.55,0.58,25749,8790,124.0,12.05,12.55,988,3815
19937,0.45,0.48,48481,23378,125.0,11.0,13.3,1928,9755
19937,0.36,0.4,7961,9697,126.0,13.65,14.4,553,4944
19937,0.3,0.33,9432,10700,127.0,14.65,15.2,652,2364
19937,0.25,0.26,6447,16080,128.0,15.65,18.2,649,3330
19937,0.2,0.22,7392,7034,129.0,16.55,17.5,391,2073
19937,0.17,0.19,19366,33376,130.0,14.9,20.15,1649,5655
19937,0.15,0.16,3735,6408,131.0,16.5,21.4,168,1105
19937,0.12,0.14,4141,11262,132.0,17.4,22.4,133,1573
19937,0.11,0.12,3111,9948,133.0,20.45,23.3,227,2307
19937,0.09,0.1,3493,5818,134.0,21.25,24.4,57,2429
19937,0.08,0.09,9760,18770,135.0,20.5,25.3,89,1881
19937,0.07,0.08,3531,5172,136.0,23.35,24.3,607,3385
19937,0.05,0.07,870,4234,137.0,24.25,25.4,78,850
19937,0.05,0.06,4444,6236,138.0,25.25,26.4,33,2012
19937,0.05,0.06,2334,3226,139.0,23.9,29.4,665,211
19937,0.04,0.05,5849,19599,140.0,27.25,28.4,42,18
19937,0.04,0.05,1111,3930,141.0,26.1,29.4,3,3
19937,0.03,0.05,1587,4711,142.0,29.25,30.3,1850,1001
19937,0.01,0.04,324,1551,143.0,27.75,33.15,17,8
19937,0.02,0.04,585,3496,144.0,28.75,34.15,0,0
19937,0.03,0.04,1272,10891,145.0,29.75,35.25,0,1
19937,0.02,0.03,424,1158,146.0,30.75,34.4,0,0
19937,0.02,0.03,46,2718,147.0,32.2,37.3,498,105
19937,0.02,0.03,350,1395,148.0,32.75,38.15,45,9
19937,0.02,0.03,431,913,149.0,33.75,37.3,0,1
19937,0.02,0.03,764,14108,150.0,34.75,40.35,0,1
19937,0.01,0.02,277,4494,152.0,32.5,47.05,0,0
19937,0.01,0.03,839,9204,155.0,39.75,43.25,0,0
19937,0.01,0.02,2261,12926,160.0,47.25,48.4,0,0
19937,0.01,0.02,1051,5236,165.0,49.75,54.9,0,0
19937,0.01,0.02,133,3754,170.0,53.0,59.9,0,0
19937,0.0,0.01,88,2098,175.0,58.1,64.9,0,0
19937,0.0,0.01,57,4039,180.0,65.0,69.9,0,0
19937,0.0,0.01,62,4258,185.0,69.8,74.9,0,0
19937,0.0,0.01,28,7706,190.0,75.2,79.9,0,0
19937,0.0,0.01,95,913,195.0,79.8,84.9,0,0
19937,0.0,0.01,6,10993,200.0,84.8,89.9,0,0
19937,0.0,0.01,0,730,205.0,90.0,94.9,0,0
19937,0.0,0.01,0,218,210.0,95.0,99.9,0,0
19937,0.0,0.01,0,683,215.0,99.8,104.9,0,0
19937,0.0,0.01,3,1115,220.0,104.9,110.45,0,0
19944,59.8,65.3,16,33,50.0,0.01,0.03,5,43
19944,55.1,61.6,0,2,55.0,0.02,0.03,72,664
19944,49.8,55.2,111,0,60.0,0.02,0.04,167,361
19944,47.05,49.9,0,0,65.0,0.03,0.05,2423,2161
19944,42.05,42.8,2,8,70.0,0.05,0.06,1763,1766
19944,37.15,38.0,16,37,75.0,0.08,0.09,5215,3200
19944,32.15,34.95,64,43,80.0,0.12,0.14,1899,6754
19944,25.3,30.65,307,105,85.0,0.2,0.23,1201,8121
19944,22.1,24.0,165,295,90.0,0.31,0.38,1692,2521
19944,17.9,18.45,183,107,95.0,0.64,0.67,2943,2563
19944,13.5,13.95,2047,480,100.0,1.19,1.27,8998,11591
19944,11.55,12.8,401,0,102.0,1.56,1.62,1142,0
19944,11.25,11.45,157,0,103.0,1.77,1.84,449,0
19944,10.5,10.7,247,0,104.0,2.0,2.07,524,0
19944,8.05,10.25,1301,458,105.0,2.26,2.27,7601,5434
19944,9.0,9.15,2320,75,106.0,2.49,2.62,5372,1159
19944,8.35,9.15,2919,126,107.0,2.8,2.95,2171,572
19944,7.2,8.0,1804,79,108.0,3.15,3.3,4741,972
19944,7.0,7.7,3204,813,109.0,3.55,3.7,3953,2628
19944,6.4,8.3,8725,6790,110.0,3.95,4.1,9067,7386
19944,5.9,6.0,3108,2123,111.0,4.15,4.5,1945,14369
19944,5.35,5.6,5572,2060,112.0,4.75,5.0,2805,14513
19944,4.8,4.95,5217,2402,113.0,5.05,5.65,1302,2834
19944,4.35,4.55,4423,1446,114.0,5.55,6.75,1310,3807
19944,3.9,4.15,15813,3633,115.0,6.3,6.85,4400,6516
19944,3.5,3.6,3614,1474,116.0,6.75,7.15,1306,6117
19944,3.1,3.5,4692,2624,117.0,7.35,7.8,1769,2390
19944,2.81,2.88,6389,5265,118.0,7.95,8.45,797,7993
19944,2.47,2.56,2869,7401,119.0,8.65,11.0,568,2381
19944,2.18,2.26,14196,7383,120.0,9.0,9.85,2529,9634
19944,1.91,1.99,2116,1926,121.0,10.35,10.55,461,1655
19944,1.68,1.75,2484,2560,122.0,11.1,11.3,777,1948
19944,1.46,1.53,4528,2739,123.0,11.9,12.1,443,2381
19944,1.27,1.34,4476,3658,124.0,12.6,13.15,289,2963
19944,1.11,1.17,9063,5317,125.0,13.45,13.85,979,3406
19944,0.96,1.01,4025,7641,126.0,13.95,14.75,95,1237
19944,0.83,0.87,2041,2603,127.0,14.95,15.65,172,1635
19944,0.72,0.77,1278,2478,128.0,16.1,16.6,99,5092
19944,0.63,0.67,2735,4785,129.0,17.0,17.5,118,1615
19944,0.55,0.58,10465,11367,130.0,17.75,18.4,666,2089
19944,0.47,0.51,1430,2544,131.0,18.45,19.45,190,419
19944,0.41,0.44,3696,5891,132.0,19.25,20.3,141,3198
19944,0.35,0.38,530,2481,133.0,18.4,21.35,135,378
19944,0.31,0.33,1089,2638,134.0,21.45,22.3,71,406
19944,0.28,0.29,3115,8093,135.0,22.5,23.55,1131,2006
19944,0.23,0.26,896,4239,136.0,21.5,26.25,91,215
19944,0.18,0.24,408,2043,137.0,24.45,27.25,6,124
19944,0.18,0.2,807,2704,138.0,25.45,28.1,5,68
19944,0.16,0.18,1073,1616,139.0,26.4,29.3,12,16
19944,0.14,0.16,3139,8566,140.0,25.4,28.05,13,4810
19944,0.12,0.14,386,1358,141.0,28.4,29.25,15,21
19944,0.11,0.13,480,1391,142.0,29.4,30.25,9,58
19944,0.1,0.12,279,535,143.0,30.35,31.15,35,77
19944,0.1,0.11,112,533,144.0,31.3,32.3,10,6
19944,0.08,0.1,620,4656,145.0,32.3,33.1,2,2
19944,0.07,0.09,2135,1360,146.0,33.3,34.4,1,0
19944,0.06,0.08,175,390,147.0,34.3,35.3,0,0
19944,0.06,0.08,42,1779,148.0,35.3,36.3,0,0
19944,0.05,0.07,2724,1240,149.0,36.45,37.3,0,0
19944,0.05,0.06,2368,4481,150.0,37.3,38.35,5,0
19944,0.01,0.07,43,1277,152.0,32.5,47.45,0,0
19944,0.03,0.05,1246,2613,155.0,42.3,43.2,0,0
19944,0.03,0.04,374,2812,160.0,47.3,48.25,0,0
19944,0.02,0.03,68,1420,165.0,48.0,54.9,0,0
19944,0.02,0.03,156,2571,170.0,54.8,59.9,0,0
19944,0.01,0.02,5,2814,175.0,59.85,64.9,0,0
19944,0.01,0.03,36,3018,180.0,65.05,69.9,0,0
19944,0.0,0.02,0,966,185.0,69.8,73.7,0,0
19944,0.01,0.02,17,890,190.0,75.05,78.7,0,0
19944,0.0,0.02,37,868,195.0,79.8,83.7,0,0
19944,0.0,0.02,118,724,200.0,84.8,88.7,0,0
19944,0.0,0.01,2,535,205.0,89.8,93.7,0,0
19944,0.0,0.01,49,1106,210.0,95.05,98.7,0,0
19944,0.0,0.01,30,959,215.0,100.05,103.7,0,0
19944,0.0,0.01,60,1149,220.0,105.0,108.7,0,0
19951,110.9,114.15,412,5058,0.5,0.0,0.01,0,328
19951,110.3,114.15,1,3271,1.0,0.0,0.01,0,1
19951,109.5,113.3,0,0,1.5,0.0,0.01,0,22
19951,109.05,112.6,0,2621,2.0,0.0,0.01,0,700
19951,108.9,112.3,0,10,2.5,0.0,0.01,0,150
19951,107.95,111.75,0,56,3.0,0.0,0.01,0,10
19951,107.45,111.15,0,0,3.5,0.0,0.01,0,30
19951,105.35,110.65,0,20,4.0,0.0,0.01,0,10
19951,105.0,110.4,0,10,4.5,0.0,0.01,0,0
19951,104.8,109.55,2,2166,5.0,0.0,0.01,0,0
19951,103.9,109.15,0,0,5.5,0.0,0.01,0,10
19951,103.8,108.65,0,0,6.0,0.0,0.01,0,10
19951,103.3,108.15,0,11,6.5,0.0,0.01,0,0
19951,103.0,107.75,0,10,7.0,0.0,0.01,0,10
19951,102.2,107.25,0,20,7.5,0.0,0.01,0,0
19951,102.0,106.9,0,0,8.0,0.0,0.01,0,0
19951,101.3,106.15,0,0,8.5,0.0,0.01,0,0
19951,100.8,105.8,0,25,9.0,0.0,0.01,0,0
19951,99.95,105.3,0,2,9.5,0.0,0.01,0,0
19951,99.9,105.1,0,6,10.0,0.0,0.01,0,120
19951,98.45,103.85,0,0,11.0,0.0,0.01,0,91
19951,97.45,102.8,0,150,12.0,0.0,0.01,0,360
19951,96.5,101.7,0,10,13.0,0.0,0.01,0,20
19951,95.9,101.4,0,250,14.0,0.0,0.01,0,150
19951,94.55,101.95,1,276,15.0,0.0,0.01,0,0
19951,93.95,98.9,0,30,16.0,0.0,0.01,0,30
19951,92.9,98.15,0,30,17.0,0.0,0.01,0,100
19951,91.9,97.1,0,60,18.0,0.0,0.01,0,680
19951,90.5,96.2,0,33,19.0,0.0,0.01,0,899
19951,89.5,94.85,0,179,20.0,0.0,0.01,0,8993
19951,88.9,94.15,0,65,21.0,0.0,0.01,0,1468
19951,88.05,93.25,92,534,22.0,0.0,0.01,0,1830
19951,86.7,91.85,2,49,23.0,0.0,0.01,0,6210
19951,85.5,90.75,8,126,24.0,0.0,0.01,0,690
19951,84.8,90.15,8,136,25.0,0.0,0.01,0,10401
19951,83.75,88.85,0,90,26.0,0.0,0.02,0,865
19951,83.0,87.85,0,80,27.0,0.0,0.01,10,1083
19951,81.5,86.9,0,48,28.0,0.0,0.02,0,664
19951,80.9,85.95,0,71,29.0,0.0,0.02,0,2857
19951,79.9,84.95,0,543,30.0,0.0,0.01,10,19483
19951,78.9,83.7,0,117,31.0,0.0,0.02,0,1523
19951,77.9,83.25,0,70,32.0,0.0,0.01,0,2256
19951,76.9,82.5,0,460,33.0,0.0,0.01,1,6443
19951,75.5,80.9,1,121,34.0,0.0,0.02,0,8147
19951,74.65,82.0,0,515,35.0,0.0,0.02,480,6782
19951,73.45,78.75,0,180,36.0,0.01,0.02,480,8513
19951,72.55,77.8,23,73,37.0,0.0,0.02,360,5695
19951,72.0,77.35,0,205,38.0,0.0,0.02,360,3764
19951,70.75,75.85,0,121,39.0,0.0,0.02,0,2355
19951,69.9,74.75,0,476,40.0,0.0,0.02,9,5539
19951,68.9,73.8,0,304,41.0,0.0,0.03,241,799
19951,68.0,73.4,0,336,42.0,0.0,0.03,241,2146
19951,67.1,72.4,0,547,43.0,0.0,0.03,130,1766
19951,65.6,71.1,0,431,44.0,0.01,0.03,121,1146
19951,65.0,70.35,14,1447,45.0,0.02,0.1,151,4493
19951,64.0,70.85,55,365,46.0,0.01,0.06,66,1326
19951,62.9,69.55,45,420,47.0,0.01,0.03,60,1436
19951,62.1,67.45,0,0,47.5,0.01,0.03,60,230
19951,61.65,66.9,0,549,48.0,0.02,0.03,420,2190
19951,61.15,66.4,0,10,48.5,0.01,0.04,300,189
19951,60.8,66.4,0,264,49.0,0.01,0.04,120,2431
19951,60.1,65.35,0,22,49.5,0.02,0.03,480,486
19951,60.2,65.35,20,1512,50.0,0.02,0.04,490,11333
19951,59.1,64.55,0,22,50.5,0.01,0.04,0,938
19951,59.1,64.45,0,985,51.0,0.02,0.04,185,2075
19951,58.5,63.5,0,3,51.5,0.01,0.04,61,330
19951,58.1,62.9,0,1910,52.0,0.02,0.04,214,3111
19951,57.15,62.65,0,58,52.5,0.02,0.04,900,2510
19951,56.7,62.4,0,839,53.0,0.02,0.04,900,2122
19951,56.4,61.75,0,84,53.5,0.02,0.04,361,908
19951,55.75,61.1,0,2066,54.0,0.02,0.04,360,2063
19951,55.4,60.45,0,26,54.5,0.02,0.05,130,520
19951,55.0,59.9,10,1288,55.0,0.03,0.05,1331,14026
19951,54.7,59.65,0,65,55.5,0.03,0.05,581,1487
19951,54.2,59.4,10,1689,56.0,0.03,0.05,183,3752
19951,53.4,60.4,0,82,56.5,0.02,0.05,180,1296
19951,53.1,57.85,0,2485,57.0,0.03,0.05,120,2428
19951,52.15,57.5,0,30,57.5,0.03,0.05,120,567
19951,51.7,57.5,12,1501,58.0,0.03,0.05,1,2982
19951,51.4,56.35,0,10,58.5,0.04,0.05,125,274
19951,50.9,55.95,0,797,59.0,0.04,0.06,149,16342
19951,50.5,55.55,0,0,59.5,0.04,0.06,120,561
19951,49.85,54.85,53,4707,60.0,0.05,0.06,186,17144
19951,49.4,54.75,0,10,60.5,0.04,0.06,5,236
19951,49.2,56.0,1,1555,61.0,0.04,0.06,0,2868
19951,48.7,53.45,0,21,61.5,0.05,0.06,277,558
19951,48.0,53.1,25,2797,62.0,0.04,0.07,367,13577
19951,47.5,52.8,10,506,62.5,0.05,0.07,17,571
19951,47.2,52.25,10,3279,63.0,0.05,0.07,276,15979
19951,48.7,49.5,10,45,63.5,0.05,0.07,11,4367
19951,48.3,51.05,0,1104,64.0,0.06,0.08,208,9522
19951,47.7,48.4,0,1,64.5,0.06,0.08,22,7073
19951,47.3,52.0,25,1755,65.0,0.06,0.08,272,10985
19951,46.8,50.05,6,480,65.5,0.06,0.08,5,8894
19951,46.3,49.55,5,2231,66.0,0.07,0.09,175,19886
19951,45.75,48.9,0,32,66.5,0.07,0.09,172,6377
19951,43.2,48.4,230,1984,67.0,0.07,0.09,64,3784
